Gene stable ID,NCBI gene ID
ENSG00000145945,26240
ENSG00000145949,340156
ENSG00000145979,51256
ENSG00000145979,107080638
ENSG00000145982,10667
ENSG00000145990,54438
ENSG00000145996,54901
ENSG00000146006,26045
ENSG00000146007,153527
ENSG00000146021,26249
ENSG00000146063,90933
ENSG00000146066,192286
ENSG00000146067,54540
ENSG00000146070,7941
ENSG00000146072,27242
ENSG00000146083,22838
ENSG00000146085,4594
ENSG00000146109,29777
ENSG00000146112,170954
ENSG00000146112,107987457
ENSG00000146122,23500
ENSG00000146143,5558
ENSG00000146197,222663
ENSG00000146205,50636
ENSG00000146223,285855
ENSG00000146232,4794
ENSG00000146233,51302
ENSG00000146242,7162
ENSG00000146243,134728
ENSG00000146247,55023
ENSG00000146250,167681
ENSG00000146263,253714
ENSG00000146267,84553
ENSG00000146278,10957
ENSG00000146281,135293
ENSG00000146282,57038
ENSG00000146350,221322
ENSG00000146373,154214
ENSG00000146374,84870
ENSG00000146376,93663
ENSG00000146386,58527
ENSG00000146409,116843
ENSG00000146411,154091
ENSG00000146414,257218
ENSG00000146416,51390
ENSG00000146425,6993
ENSG00000146426,26230
ENSG00000146433,57583
ENSG00000146457,9589
ENSG00000146463,9202
ENSG00000146476,79624
ENSG00000146535,2768
ENSG00000146540,84310
ENSG00000146555,221935
ENSG00000146556,
ENSG00000146574,221960
ENSG00000146576,79034
ENSG00000146587,57786
ENSG00000146592,9586
ENSG00000146648,1956
ENSG00000146670,113130
ENSG00000146674,3486
ENSG00000146676,5814
ENSG00000146677,
ENSG00000146678,3484
ENSG00000146700,136853
ENSG00000146701,4191
ENSG00000146707,22932
ENSG00000146722,
ENSG00000146729,2631
ENSG00000146731,908
ENSG00000146733,5723
ENSG00000146757,168374
ENSG00000146776,222255
ENSG00000146802,64418
ENSG00000146826,55262
ENSG00000146828,56996
ENSG00000146830,64599
ENSG00000146833,89122
ENSG00000146834,56257
ENSG00000146842,84928
ENSG00000146856,340351
ENSG00000146858,92092
ENSG00000146859,55281
ENSG00000146872,11011
ENSG00000146904,2041
ENSG00000146909,64434
ENSG00000146918,54892
ENSG00000146938,57502
ENSG00000146950,357
ENSG00000146963,51631
ENSG00000146966,27147
ENSG00000147010,30011
ENSG00000147027,83604
ENSG00000147044,8573
ENSG00000147050,7403
ENSG00000147059,54466
ENSG00000147065,4478
ENSG00000147099,55869
ENSG00000147100,6567
ENSG00000147118,7569
ENSG00000147119,56548
ENSG00000147121,55634
ENSG00000147123,54539
ENSG00000147124,7592
ENSG00000147130,9203
ENSG00000147133,6872
ENSG00000147140,4841
ENSG00000147144,90060
ENSG00000147155,10682
ENSG00000147162,8473
ENSG00000147164,29934
ENSG00000147174,93953
ENSG00000147202,1730
ENSG00000147224,5631
ENSG00000147231,55086
ENSG00000147234,84443
ENSG00000147251,139818
ENSG00000147274,27316
ENSG00000147316,79648
ENSG00000147324,9258
ENSG00000147364,26260
ENSG00000147383,50814
ENSG00000147394,7739
ENSG00000147400,1069
ENSG00000147403,6134
ENSG00000147408,55790
ENSG00000147416,526
ENSG00000147419,55246
ENSG00000147421,79618
ENSG00000147437,2796
ENSG00000147439,55909
ENSG00000147454,51312
ENSG00000147457,91782
ENSG00000147459,80005
ENSG00000147471,11212
ENSG00000147475,11160
ENSG00000147485,137902
ENSG00000147509,8601
ENSG00000147526,6867
ENSG00000147533,51125
ENSG00000147535,84513
ENSG00000147536,84296
ENSG00000147548,54904
ENSG00000147576,137872
ENSG00000147586,28957
ENSG00000147592,51110
ENSG00000147601,7013
ENSG00000147604,6129
ENSG00000147642,55638
ENSG00000147649,92140
ENSG00000147650,29967
ENSG00000147654,9166
ENSG00000147655,340419
ENSG00000147669,5440
ENSG00000147677,8667
ENSG00000147679,84294
ENSG00000147684,4715
ENSG00000147687,83940
ENSG00000147724,51059
ENSG00000147789,7553
ENSG00000147799,80728
ENSG00000147804,55630
ENSG00000147813,93100
ENSG00000147852,7436
ENSG00000147853,50808
ENSG00000147854,115426
ENSG00000147862,4781
ENSG00000147872,123
ENSG00000147874,54801
ENSG00000147883,1030
ENSG00000147889,1029
ENSG00000147894,203228
ENSG00000147905,84186
ENSG00000147912,26267
ENSG00000147955,10280
ENSG00000147996,220869
ENSG00000148019,84131
ENSG00000148053,4915
ENSG00000148057,414328
ENSG00000148082,53358
ENSG00000148090,549
ENSG00000148110,84641
ENSG00000148120,84909
ENSG00000148143,58499
ENSG00000148153,58493
ENSG00000148154,7357
ENSG00000148158,401548
ENSG00000148175,2040
ENSG00000148180,2934
ENSG00000148187,92399
ENSG00000148200,2649
ENSG00000148204,286204
ENSG00000148218,210
ENSG00000148219,23245
ENSG00000148225,114987
ENSG00000148229,54107
ENSG00000148248,6836
ENSG00000148288,26301
ENSG00000148290,6834
ENSG00000148291,6835
ENSG00000148296,6838
ENSG00000148297,6837
ENSG00000148300,57109
ENSG00000148303,6130
ENSG00000148308,9328
ENSG00000148331,140459
ENSG00000148334,80142
ENSG00000148335,28989
ENSG00000148337,25792
ENSG00000148339,114789
ENSG00000148341,56904
ENSG00000148343,84895
ENSG00000148344,9536
ENSG00000148356,90678
ENSG00000148358,57720
ENSG00000148362,286257
ENSG00000148377,91734
ENSG00000148384,56623
ENSG00000148396,9919
ENSG00000148399,92715
ENSG00000148400,4851
ENSG00000148411,138151
ENSG00000148426,254427
ENSG00000148429,9712
ENSG00000148444,23412
ENSG00000148450,22921
ENSG00000148459,23590
ENSG00000148468,221061
ENSG00000148481,80013
ENSG00000148484,6251
ENSG00000148498,56288
ENSG00000148516,6935
ENSG00000148541,220965
ENSG00000148572,29982
ENSG00000148606,11128
ENSG00000148634,26091
ENSG00000148655,83938
ENSG00000148660,818
ENSG00000148671,10974
ENSG00000148672,2746
ENSG00000148677,27063
ENSG00000148688,10556
ENSG00000148690,118924
ENSG00000148700,120
ENSG00000148719,54788
ENSG00000148730,1979
ENSG00000148737,6934
ENSG00000148773,4288
ENSG00000148803,282969
ENSG00000148814,80313
ENSG00000148824,92170
ENSG00000148826,84504
ENSG00000148832,196743
ENSG00000148834,9446
ENSG00000148835,6877
ENSG00000148840,23082
ENSG00000148841,85450
ENSG00000148842,54805
ENSG00000148843,22984
ENSG00000148848,8038
ENSG00000148908,6001
ENSG00000148925,84280
ENSG00000148926,133
ENSG00000148935,2620
ENSG00000148943,55327
ENSG00000148950,196294
ENSG00000148985,27315
ENSG00000149016,64852
ENSG00000149050,7761
ENSG00000149054,7762
ENSG00000149084,51144
ENSG00000149089,51074
ENSG00000149090,25891
ENSG00000149091,8525
ENSG00000149100,10480
ENSG00000149115,85456
ENSG00000149131,710
ENSG00000149136,6749
ENSG00000149150,8501
ENSG00000149177,5795
ENSG00000149179,79096
ENSG00000149182,84364
ENSG00000149187,10658
ENSG00000149196,51501
ENSG00000149212,143686
ENSG00000149218,23052
ENSG00000149231,79780
ENSG00000149243,283212
ENSG00000149256,26011
ENSG00000149257,871
ENSG00000149260,726
ENSG00000149262,92105
ENSG00000149269,5058
ENSG00000149273,6188
ENSG00000149289,85463
ENSG00000149292,54970
ENSG00000149308,4863
ENSG00000149311,472
ENSG00000149313,60496
ENSG00000149346,128710
ENSG00000149357,55004
ENSG00000149380,283208
ENSG00000149428,10525
ENSG00000149451,80332
ENSG00000149474,57325
ENSG00000149476,26007
ENSG00000149480,9219
ENSG00000149483,51524
ENSG00000149485,3992
ENSG00000149489,6094
ENSG00000149499,256364
ENSG00000149503,3619
ENSG00000149527,9651
ENSG00000149531,
ENSG00000149532,79869
ENSG00000149541,26229
ENSG00000149547,9538
ENSG00000149548,80071
ENSG00000149554,1111
ENSG00000149557,9638
ENSG00000149571,84623
ENSG00000149575,6327
ENSG00000149577,51092
ENSG00000149582,84866
ENSG00000149591,6876
ENSG00000149596,57158
ENSG00000149600,149951
ENSG00000149633,85449
ENSG00000149634,128497
ENSG00000149636,79980
ENSG00000149639,140710
ENSG00000149646,140894
ENSG00000149657,149986
ENSG00000149658,54915
ENSG00000149679,81928
ENSG00000149716,220064
ENSG00000149743,83707
ENSG00000149761,84304
ENSG00000149781,83706
ENSG00000149782,5331
ENSG00000149792,740
ENSG00000149798,10435
ENSG00000149806,2197
ENSG00000149809,7108
ENSG00000149823,738
ENSG00000149922,6911
ENSG00000149923,5531
ENSG00000149925,226
ENSG00000149927,8448
ENSG00000149929,8479
ENSG00000149930,9344
ENSG00000149932,124446
ENSG00000149948,8091
ENSG00000149970,22866
ENSG00000150051,283078
ENSG00000150054,143098
ENSG00000150093,3688
ENSG00000150281,1489
ENSG00000150316,51503
ENSG00000150347,84159
ENSG00000150401,55208
ENSG00000150403,55002
ENSG00000150433,219854
ENSG00000150455,114609
ENSG00000150456,221143
ENSG00000150457,26524
ENSG00000150459,10284
ENSG00000150477,57536
ENSG00000150510,220108
ENSG00000150527,4253
ENSG00000150540,3176
ENSG00000150551,116372
ENSG00000150593,27250
ENSG00000150594,150
ENSG00000150627,116966
ENSG00000150630,7424
ENSG00000150636,79839
ENSG00000150672,1740
ENSG00000150687,11098
ENSG00000150712,54545
ENSG00000150753,22948
ENSG00000150756,134145
ENSG00000150760,1793
ENSG00000150764,85458
ENSG00000150768,1737
ENSG00000150773,120379
ENSG00000150776,55216
ENSG00000150779,26521
ENSG00000150787,5805
ENSG00000150867,5305
ENSG00000150907,2308
ENSG00000150938,51232
ENSG00000150961,9871
ENSG00000150967,23457
ENSG00000150977,196383
ENSG00000150990,57647
ENSG00000150991,7316
ENSG00000150995,3708
ENSG00000151006,339105
ENSG00000151012,23657
ENSG00000151014,25819
ENSG00000151062,93589
ENSG00000151065,196513
ENSG00000151067,775
ENSG00000151090,7068
ENSG00000151092,55768
ENSG00000151093,54995
ENSG00000151116,55293
ENSG00000151117,144110
ENSG00000151131,121053
ENSG00000151135,90488
ENSG00000151136,121551
ENSG00000151148,89910
ENSG00000151150,288
ENSG00000151151,253430
ENSG00000151176,196463
ENSG00000151208,9231
ENSG00000151229,114134
ENSG00000151233,283464
ENSG00000151239,5756
ENSG00000151240,22982
ENSG00000151247,1977
ENSG00000151276,9223
ENSG00000151287,93081
ENSG00000151292,1456
ENSG00000151304,153443
ENSG00000151320,9472
ENSG00000151327,283635
ENSG00000151332,51562
ENSG00000151338,145282
ENSG00000151348,2132
ENSG00000151353,129787
ENSG00000151366,4718
ENSG00000151376,10873
ENSG00000151388,81792
ENSG00000151413,80224
ENSG00000151414,140609
ENSG00000151422,2241
ENSG00000151445,63894
ENSG00000151458,57182
ENSG00000151461,26019
ENSG00000151465,8872
ENSG00000151466,132320
ENSG00000151468,83643
ENSG00000151470,132321
ENSG00000151474,55691
ENSG00000151491,2059
ENSG00000151498,27034
ENSG00000151500,29087
ENSG00000151502,112936
ENSG00000151503,23310
ENSG00000151532,143187
ENSG00000151552,5860
ENSG00000151553,57700
ENSG00000151575,374618
ENSG00000151576,79691
ENSG00000151611,166785
ENSG00000151612,152485
ENSG00000151617,1909
ENSG00000151623,4306
ENSG00000151632,1646
ENSG00000151640,10570
ENSG00000151651,101
ENSG00000151657,22944
ENSG00000151665,5281
ENSG00000151687,150709
ENSG00000151689,3628
ENSG00000151690,54842
ENSG00000151692,9781
ENSG00000151693,8853
ENSG00000151694,6868
ENSG00000151702,2313
ENSG00000151718,80014
ENSG00000151725,79682
ENSG00000151726,2180
ENSG00000151729,291
ENSG00000151743,196394
ENSG00000151746,636
ENSG00000151748,60485
ENSG00000151773,160857
ENSG00000151778,387923
ENSG00000151779,51594
ENSG00000151789,79750
ENSG00000151806,60558
ENSG00000151835,26278
ENSG00000151838,729665
ENSG00000151846,5042
ENSG00000151849,55835
ENSG00000151876,26272
ENSG00000151881,64417
ENSG00000151882,56477
ENSG00000151883,79668
ENSG00000151892,2674
ENSG00000151893,143384
ENSG00000151914,667
ENSG00000151917,221336
ENSG00000151923,7073
ENSG00000151929,9531
ENSG00000151967,29970
ENSG00000152049,23704
ENSG00000152056,130340
ENSG00000152061,9910
ENSG00000152076,91409
ENSG00000152078,148534
ENSG00000152082,80097
ENSG00000152102,130074
ENSG00000152104,5784
ENSG00000152117,
ENSG00000152127,4249
ENSG00000152133,253635
ENSG00000152137,26353
ENSG00000152147,79833
ENSG00000152154,130733
ENSG00000152193,79596
ENSG00000152217,26040
ENSG00000152219,120534
ENSG00000152223,57724
ENSG00000152229,9050
ENSG00000152234,498
ENSG00000152240,115106
ENSG00000152242,147339
ENSG00000152256,5163
ENSG00000152270,5140
ENSG00000152284,83439
ENSG00000152291,10618
ENSG00000152332,127933
ENSG00000152348,83734
ENSG00000152359,134359
ENSG00000152377,6695
ENSG00000152380,167555
ENSG00000152382,117143
ENSG00000152402,2977
ENSG00000152404,143884
ENSG00000152409,133746
ENSG00000152413,9456
ENSG00000152422,7518
ENSG00000152433,284306
ENSG00000152439,374928
ENSG00000152443,284309
ENSG00000152454,10172
ENSG00000152455,79723
ENSG00000152457,64421
ENSG00000152464,10557
ENSG00000152465,9397
ENSG00000152475,116412
ENSG00000152484,219333
ENSG00000152492,152137
ENSG00000152518,678
ENSG00000152520,255967
ENSG00000152527,130271
ENSG00000152556,5213
ENSG00000152558,114908
ENSG00000152580,285313
ENSG00000152582,79925
ENSG00000152583,8404
ENSG00000152601,4154
ENSG00000152620,133686
ENSG00000152642,23171
ENSG00000152661,2697
ENSG00000152669,10309
ENSG00000152683,55676
ENSG00000152684,53918
ENSG00000152700,51128
ENSG00000152749,160897
ENSG00000152763,79819
ENSG00000152767,10160
ENSG00000152778,24138
ENSG00000152782,53354
ENSG00000152784,56978
ENSG00000152795,9987
ENSG00000152818,7402
ENSG00000152894,5796
ENSG00000152904,9453
ENSG00000152910,85445
ENSG00000152926,51351
ENSG00000152926,109504726
ENSG00000152931,
ENSG00000152939,153562
ENSG00000152942,5884
ENSG00000152944,9412
ENSG00000152952,5352
ENSG00000152953,55351
ENSG00000152977,7545
ENSG00000152990,166647
ENSG00000153002,1360
ENSG00000153006,285672
ENSG00000153012,55203
ENSG00000153015,10283
ENSG00000153029,3140
ENSG00000153037,6728
ENSG00000153044,64946
ENSG00000153046,9425
ENSG00000153048,23589
ENSG00000153064,55024
ENSG00000153066,51061
ENSG00000153071,1601
ENSG00000153071,112267931
ENSG00000153093,55289
ENSG00000153094,10018
ENSG00000153107,64682
ENSG00000153113,831
ENSG00000153130,60592
ENSG00000153132,1047
ENSG00000153140,1070
ENSG00000153147,8467
ENSG00000153162,654
ENSG00000153179,283349
ENSG00000153187,3192
ENSG00000153201,5903
ENSG00000153207,25909
ENSG00000153208,10461
ENSG00000153214,84910
ENSG00000153234,4929
ENSG00000153237,130940
ENSG00000153246,22925
ENSG00000153250,5937
ENSG00000153253,6328
ENSG00000153291,9481
ENSG00000153310,51571
ENSG00000153317,50807
ENSG00000153339,22878
ENSG00000153363,
ENSG00000153391,125476
ENSG00000153395,79888
ENSG00000153406,57407
ENSG00000153443,124402
ENSG00000153446,146556
ENSG00000153485,26175
ENSG00000153487,3621
ENSG00000153531,113622
ENSG00000153551,112616
ENSG00000153558,25827
ENSG00000153560,7342
ENSG00000153561,64795
ENSG00000153574,22934
ENSG00000153707,5789
ENSG00000153714,286343
ENSG00000153721,154043
ENSG00000153767,2960
ENSG00000153774,10428
ENSG00000153786,55625
ENSG00000153790,136895
ENSG00000153814,221895
ENSG00000153815,80790
ENSG00000153823,55022
ENSG00000153827,9320
ENSG00000153832,130888
ENSG00000153879,1054
ENSG00000153885,79047
ENSG00000153896,148103
ENSG00000153902,163175
ENSG00000153904,23576
ENSG00000153914,140890
ENSG00000153922,1105
ENSG00000153933,8526
ENSG00000153936,9653
ENSG00000153944,124540
ENSG00000153956,781
ENSG00000153975,221302
ENSG00000153976,9955
ENSG00000153982,284161
ENSG00000153989,116150
ENSG00000153993,223117
ENSG00000154001,5529
ENSG00000154025,125206
ENSG00000154027,26289
ENSG00000154040,26256
ENSG00000154059,55364
ENSG00000154065,147463
ENSG00000154079,135154
ENSG00000154096,7070
ENSG00000154099,123872
ENSG00000154102,404550
ENSG00000154114,219899
ENSG00000154122,56172
ENSG00000154124,90268
ENSG00000154127,84959
ENSG00000154133,54538
ENSG00000154134,64221
ENSG00000154144,84897
ENSG00000154153,54463
ENSG00000154174,9868
ENSG00000154175,25890
ENSG00000154188,284
ENSG00000154217,26207
ENSG00000154222,200014
ENSG00000154229,5578
ENSG00000154237,79705
ENSG00000154240,201134
ENSG00000154258,10350
ENSG00000154262,23460
ENSG00000154263,10349
ENSG00000154265,23461
ENSG00000154277,7345
ENSG00000154305,375056
ENSG00000154309,84976
ENSG00000154310,23043
ENSG00000154319,83648
ENSG00000154328,252969
ENSG00000154330,5239
ENSG00000154358,84033
ENSG00000154359,91694
ENSG00000154370,81559
ENSG00000154380,55740
ENSG00000154429,126731
ENSG00000154447,57630
ENSG00000154451,115362
ENSG00000154473,9184
ENSG00000154511,388650
ENSG00000154518,518
ENSG00000154529,728577
ENSG00000154545,728239
ENSG00000154553,27295
ENSG00000154556,8470
ENSG00000154582,6921
ENSG00000154589,23643
ENSG00000154608,
ENSG00000154640,10950
ENSG00000154642,54149
ENSG00000154645,140578
ENSG00000154654,4685
ENSG00000154678,5137
ENSG00000154710,27342
ENSG00000154719,54148
ENSG00000154721,58494
ENSG00000154723,522
ENSG00000154727,2551
ENSG00000154734,9510
ENSG00000154736,11096
ENSG00000154743,80746
ENSG00000154760,146857
ENSG00000154767,7508
ENSG00000154781,51244
ENSG00000154783,152273
ENSG00000154803,201163
ENSG00000154813,285381
ENSG00000154814,92106
ENSG00000154822,23228
ENSG00000154832,30827
ENSG00000154845,9989
ENSG00000154856,147495
ENSG00000154864,63895
ENSG00000154874,
ENSG00000154889,65258
ENSG00000154898,
ENSG00000154917,51560
ENSG00000154920,146956
ENSG00000154928,2047
ENSG00000154930,84532
ENSG00000154945,91369
ENSG00000154957,7566
ENSG00000154978,81552
ENSG00000155008,139322
ENSG00000155016,113612
ENSG00000155026,222967
ENSG00000155034,80028
ENSG00000155085,221264
ENSG00000155090,7071
ENSG00000155093,5799
ENSG00000155096,51582
ENSG00000155097,528
ENSG00000155099,55529
ENSG00000155100,51633
ENSG00000155111,23097
ENSG00000155115,112495
ENSG00000155158,158219
ENSG00000155189,55326
ENSG00000155229,64210
ENSG00000155252,55361
ENSG00000155254,83742
ENSG00000155256,118813
ENSG00000155265,401647
ENSG00000155275,152992
ENSG00000155287,81894
ENSG00000155304,6782
ENSG00000155313,29761
ENSG00000155324,65983
ENSG00000155329,54819
ENSG00000155330,388272
ENSG00000155363,4343
ENSG00000155366,389
ENSG00000155368,1622
ENSG00000155380,6566
ENSG00000155393,55027
ENSG00000155438,84365
ENSG00000155463,5018
ENSG00000155465,9056
ENSG00000155506,23367
ENSG00000155508,9337
ENSG00000155511,2890
ENSG00000155542,133383
ENSG00000155545,166968
ENSG00000155561,23165
ENSG00000155592,342357
ENSG00000155621,138241
ENSG00000155636,129831
ENSG00000155657,7273
ENSG00000155660,9601
ENSG00000155666,79831
ENSG00000155729,130535
ENSG00000155744,285172
ENSG00000155749,130540
ENSG00000155754,151254
ENSG00000155755,65062
ENSG00000155760,8324
ENSG00000155761,200162
ENSG00000155792,64798
ENSG00000155816,56776
ENSG00000155827,56254
ENSG00000155849,9844
ENSG00000155850,1836
ENSG00000155858,134353
ENSG00000155868,9443
ENSG00000155876,10670
ENSG00000155893,92370
ENSG00000155897,114
ENSG00000155903,5922
ENSG00000155906,55005
ENSG00000155957,51643
ENSG00000155959,7411
ENSG00000155961,116442
ENSG00000155962,1193
ENSG00000155966,2334
ENSG00000155970,286097
ENSG00000155975,137492
ENSG00000156011,23362
ENSG00000156017,138199
ENSG00000156026,90550
ENSG00000156030,91748
ENSG00000156042,118491
ENSG00000156049,9630
ENSG00000156050,145483
ENSG00000156052,2776
ENSG00000156103,4325
ENSG00000156110,132
ENSG00000156113,3778
ENSG00000156136,1633
ENSG00000156140,9508
ENSG00000156150,257
ENSG00000156162,286148
ENSG00000156170,137682
ENSG00000156171,128338
ENSG00000156172,157657
ENSG00000156218,57188
ENSG00000156232,123720
ENSG00000156239,29104
ENSG00000156253,10069
ENSG00000156256,10600
ENSG00000156261,10694
ENSG00000156265,56911
ENSG00000156273,571
ENSG00000156299,7074
ENSG00000156304,57466
ENSG00000156313,6103
ENSG00000156345,23552
ENSG00000156374,84108
ENSG00000156381,122416
ENSG00000156384,119392
ENSG00000156398,118980
ENSG00000156411,9556
ENSG00000156414,122402
ENSG00000156427,8817
ENSG00000156463,153769
ENSG00000156466,392255
ENSG00000156467,7381
ENSG00000156469,51001
ENSG00000156471,9791
ENSG00000156475,5521
ENSG00000156482,6156
ENSG00000156500,159091
ENSG00000156502,6832
ENSG00000156504,159090
ENSG00000156508,1915
ENSG00000156515,3098
ENSG00000156521,219743
ENSG00000156531,84295
ENSG00000156535,135228
ENSG00000156587,9246
ENSG00000156599,25921
ENSG00000156603,219541
ENSG00000156639,60685
ENSG00000156642,27020
ENSG00000156650,23522
ENSG00000156671,142891
ENSG00000156675,80223
ENSG00000156689,219970
ENSG00000156697,10813
ENSG00000156709,9131
ENSG00000156711,5603
ENSG00000156735,9530
ENSG00000156787,93594
ENSG00000156795,55093
ENSG00000156802,29028
ENSG00000156804,114907
ENSG00000156831,286053
ENSG00000156853,115509
ENSG00000156858,78994
ENSG00000156860,64319
ENSG00000156869,391059
ENSG00000156873,5261
ENSG00000156875,64645
ENSG00000156876,163786
ENSG00000156928,115416
ENSG00000156931,23355
ENSG00000156958,2585
ENSG00000156968,255027
ENSG00000156970,701
ENSG00000156973,5147
ENSG00000156976,1974
ENSG00000156983,7862
ENSG00000156990,285367
ENSG00000157014,9797
ENSG00000157020,6396
ENSG00000157021,
ENSG00000157036,9941
ENSG00000157045,123803
ENSG00000157064,23057
ENSG00000157077,9372
ENSG00000157106,23049
ENSG00000157107,115548
ENSG00000157110,11030
ENSG00000157111,134285
ENSG00000157150,7079
ENSG00000157152,6854
ENSG00000157168,3084
ENSG00000157181,54953
ENSG00000157184,1376
ENSG00000157191,55707
ENSG00000157193,7804
ENSG00000157212,22976
ENSG00000157214,261729
ENSG00000157216,23648
ENSG00000157224,9069
ENSG00000157224,102723899
ENSG00000157227,4323
ENSG00000157240,8321
ENSG00000157259,57798
ENSG00000157306,
ENSG00000157326,10901
ENSG00000157349,11269
ENSG00000157350,6483
ENSG00000157353,197258
ENSG00000157368,146433
ENSG00000157379,115817
ENSG00000157388,776
ENSG00000157404,3815
ENSG00000157423,54768
ENSG00000157426,132949
ENSG00000157429,7567
ENSG00000157445,55799
ENSG00000157450,54778
ENSG00000157456,9133
ENSG00000157470,145773
ENSG00000157483,4643
ENSG00000157500,26060
ENSG00000157510,134265
ENSG00000157514,1831
ENSG00000157538,10311
ENSG00000157540,1859
ENSG00000157542,3763
ENSG00000157551,3772
ENSG00000157554,2078
ENSG00000157557,2114
ENSG00000157570,90139
ENSG00000157578,150082
ENSG00000157593,347734
ENSG00000157600,84187
ENSG00000157601,4599
ENSG00000157613,90993
ENSG00000157617,25966
ENSG00000157625,257397
ENSG00000157637,124565
ENSG00000157653,257169
ENSG00000157657,114991
ENSG00000157680,9162
ENSG00000157693,203197
ENSG00000157734,79856
ENSG00000157741,254048
ENSG00000157764,673
ENSG00000157766,176
ENSG00000157778,84262
ENSG00000157796,57728
ENSG00000157800,84255
ENSG00000157823,10239
ENSG00000157827,114793
ENSG00000157833,150946
ENSG00000157837,121665
ENSG00000157869,9364
ENSG00000157870,127281
ENSG00000157873,8764
ENSG00000157881,55229
ENSG00000157895,64897
ENSG00000157911,5192
ENSG00000157916,11079
ENSG00000157927,55698
ENSG00000157933,6497
ENSG00000157954,26100
ENSG00000157978,26119
ENSG00000157985,116987
ENSG00000157992,200634
ENSG00000158006,5051
ENSG00000158008,2134
ENSG00000158019,9577
ENSG00000158022,84676
ENSG00000158023,144406
ENSG00000158042,63875
ENSG00000158050,1844
ENSG00000158062,91544
ENSG00000158079,138639
ENSG00000158092,4690
ENSG00000158104,3242
ENSG00000158109,127262
ENSG00000158113,254050
ENSG00000158122,195827
ENSG00000158156,55113
ENSG00000158158,26504
ENSG00000158161,2140
ENSG00000158163,199221
ENSG00000158164,11013
ENSG00000158169,2176
ENSG00000158186,22808
ENSG00000158195,10163
ENSG00000158201,171586
ENSG00000158220,83850
ENSG00000158234,55179
ENSG00000158246,115572
ENSG00000158258,64084
ENSG00000158270,81035
ENSG00000158286,388591
ENSG00000158290,8450
ENSG00000158292,387509
ENSG00000158296,64849
ENSG00000158301,114928
ENSG00000158301,100528062
ENSG00000158315,54933
ENSG00000158321,26053
ENSG00000158352,57477
ENSG00000158373,3017
ENSG00000158402,995
ENSG00000158406,8365
ENSG00000158411,129531
ENSG00000158417,9669
ENSG00000158435,55571
ENSG00000158445,3745
ENSG00000158458,9542
ENSG00000158467,23382
ENSG00000158470,9334
ENSG00000158480,9825
ENSG00000158483,55199
ENSG00000158526,90121
ENSG00000158528,55607
ENSG00000158545,124245
ENSG00000158552,130617
ENSG00000158555,81544
ENSG00000158560,1780
ENSG00000158604,222068
ENSG00000158615,84919
ENSG00000158623,26958
ENSG00000158636,56946
ENSG00000158669,137964
ENSG00000158691,9753
ENSG00000158710,8407
ENSG00000158711,2005
ENSG00000158714,56833
ENSG00000158715,85414
ENSG00000158716,54935
ENSG00000158717,115992
ENSG00000158747,4681
ENSG00000158747,100532736
ENSG00000158769,50848
ENSG00000158773,7391
ENSG00000158792,124044
ENSG00000158793,4817
ENSG00000158796,9191
ENSG00000158805,92822
ENSG00000158813,1896
ENSG00000158825,978
ENSG00000158828,65018
ENSG00000158850,8703
ENSG00000158856,2039
ENSG00000158859,9507
ENSG00000158863,64760
ENSG00000158864,4720
ENSG00000158882,84134
ENSG00000158887,4359
ENSG00000158941,57805
ENSG00000158966,57685
ENSG00000158985,56990
ENSG00000158987,51735
ENSG00000159023,2035
ENSG00000159055,54069
ENSG00000159063,79053
ENSG00000159069,54461
ENSG00000159079,56683
ENSG00000159082,8867
ENSG00000159086,94104
ENSG00000159110,3455
ENSG00000159111,124995
ENSG00000159128,3460
ENSG00000159131,2618
ENSG00000159140,6651
ENSG00000159147,29980
ENSG00000159164,9900
ENSG00000159167,6781
ENSG00000159176,1465
ENSG00000159199,516
ENSG00000159200,1827
ENSG00000159202,65264
ENSG00000159208,148523
ENSG00000159210,11267
ENSG00000159212,54102
ENSG00000159214,149473
ENSG00000159216,861
ENSG00000159228,873
ENSG00000159231,874
ENSG00000159251,70
ENSG00000159256,23515
ENSG00000159259,8208
ENSG00000159263,6493
ENSG00000159267,3141
ENSG00000159307,80274
ENSG00000159314,201176
ENSG00000159322,83440
ENSG00000159335,5763
ENSG00000159346,51094
ENSG00000159348,51706
ENSG00000159352,5710
ENSG00000159363,23400
ENSG00000159377,5692
ENSG00000159387,79190
ENSG00000159388,7832
ENSG00000159399,3099
ENSG00000159403,715
ENSG00000159423,8659
ENSG00000159433,57519
ENSG00000159445,117145
ENSG00000159459,197131
ENSG00000159461,267
ENSG00000159479,112950
ENSG00000159496,266747
ENSG00000159579,89970
ENSG00000159592,60313
ENSG00000159593,8883
ENSG00000159596,51249
ENSG00000159640,1636
ENSG00000159658,9813
ENSG00000159674,10417
ENSG00000159685,84303
ENSG00000159692,1487
ENSG00000159713,51673
ENSG00000159714,29800
ENSG00000159720,9114
ENSG00000159733,57732
ENSG00000159761,388284
ENSG00000159784,9715
ENSG00000159788,6002
ENSG00000159792,5681
ENSG00000159840,7791
ENSG00000159842,29
ENSG00000159871,284348
ENSG00000159873,150275
ENSG00000159882,7773
ENSG00000159884,203260
ENSG00000159885,7673
ENSG00000159899,4882
ENSG00000159905,7638
ENSG00000159917,9310
ENSG00000159921,10020
ENSG00000160007,2909
